original_index,positive_sentences,integrated_sentences,doi
220/232,"46K. Bushick, K. A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobil- ity of rutile GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl. Phys.","3(4), 043022 (2021). 46K. Bushick, K. A. Mengle, S. Chae, and E. Kioupakis, “Electron and hole mobil- ity of rutile GeO2 from first principles: An ultrawide-bandgap semiconductor for power electronics,” Appl. Phys.",117/10.1063/5.0198885
8/436,This program computes the traces of matrix presentations and determines the corresponding irreducible representations for all energy bands and all the k-points in the three-dimensional Brillouin zone.,"This code is fed with plane-wave-based wavefunctions (e.g. WAVECAR) and space group operators (listed in OUTCAR), which are generated by the VASP package. This program computes the traces of matrix presentations and determines the corresponding irreducible representations for all energy bands and all the k-points in the three-dimensional Brillouin zone.",65/10.1016/j.cpc.2020.107760
10/436,"It is in particular useful to analyze energy bands, their connectivities, and band topology, after the establishment of the theory of topological quantum chemistry.","It also works with spin-orbit coupling (SOC), i.e., for double groups. It is in particular useful to analyze energy bands, their connectivities, and band topology, after the establishment of the theory of topological quantum chemistry.",65/10.1016/j.cpc.2020.107760
15/436,"It is in particular useful to analyze energy bands, their connectivities, and band topology.","Program summary Program title: irvsp Program Files doi: tobeupdated Licensing provisions: GNU Lesser General Public License, https://www.gnu.org/licenses/ lgpl-3.0.html Distribution format: tar.gz Programming language: Fortran 90/77 Computer: Any architecture with a Fortran 90 complier RAM: 20 MB Nature of problem: Determining irreducible representations for all energy bands and all the k-points in 230 space groups. It is in particular useful to analyze energy bands, their connectivities, and band topology.",65/10.1016/j.cpc.2020.107760
21/436,"Explicitly, there can be a band inversion between diﬀerent irreducible representations (IRs) of the little groups at k-points in the 3D Brillouin zone (BZ) [32].","Many of them are veriﬁed in experiments, and substantially intrigue much interest in theories and experiments, such as three-dimensional (3D) topological insulator Bi2Se3 [17–19], Dirac semimetals Na3Bi [20, 21] and Cd3As2 [22, 23], Weyl semimetal TaAs [24–27], topological crystalline insulator SnTe [28, 29] and hourglass material KHgSb [30, 31] et al. To some extent, these topological electron bands are related to a ∗Electronic address: zjwang11@hotmail.com; The codes are available in the public repository: https://github.com/zjwang11/irvsp/. Manuscript  1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  Journal Pre-proof Journal Pre-proof2 band-inversion feature. Explicitly, there can be a band inversion between diﬀerent irreducible representations (IRs) of the little groups at k-points in the 3D Brillouin zone (BZ) [32].",65/10.1016/j.cpc.2020.107760
22/436,"In the situation of Dirac semimetals or nodal-line semimetals, the band inversion may happen on a high-symmetry line or in a high-symmetry plane.","Explicitly, there can be a band inversion between diﬀerent irreducible representations (IRs) of the little groups at k-points in the 3D Brillouin zone (BZ) [32]. In the situation of Dirac semimetals or nodal-line semimetals, the band inversion may happen on a high-symmetry line or in a high-symmetry plane.",65/10.1016/j.cpc.2020.107760
23/436,"Very recently, new insights about band theory have been used to classify all the nontrivial electron band topologies compatible with a given crystal structure [33–36].","In the situation of Dirac semimetals or nodal-line semimetals, the band inversion may happen on a high-symmetry line or in a high-symmetry plane. Very recently, new insights about band theory have been used to classify all the nontrivial electron band topologies compatible with a given crystal structure [33–36].",65/10.1016/j.cpc.2020.107760
39/436,"To get the band representations and check the topology of these models, a sister program – ir2tb – is developed to interface with orthogonal TB Hamiltonians, e.g. electronic or phononic TB Hamiltonians.","In addition, Wannier-based tight-binding (TB) models are widely used to study the topological properties of real materials, including topological surface states and symmetry indicators. To get the band representations and check the topology of these models, a sister program – ir2tb – is developed to interface with orthogonal TB Hamiltonians, e.g. electronic or phononic TB Hamiltonians.",65/10.1016/j.cpc.2020.107760
62/436,"At a given k-point, WFs are given as: ψnk(r) = X µα Cn µα,kφµ αk(r) where n is a band index, (5) φµ αk(r) = X j φα(r −τµ −Lj)eik·(Lj+τµ), D φµ′ βk|φµ αk E = δµµ′δαβ (6) The states φµ αk(r) are the Fourier transformations of the local orbitals φµ α(r), as shown in Eq. (6).","B. Orthogonal tight-binding basis In a TB Hamiltonian, WFs are expressed in the basis of exponentially localized orthogonal orbitals: |0, µα⟩≡ φµ α(r) ≡φα(r −τµ) and |Lj, µα⟩≡φα(r −Lj −τµ), where µ label the atoms, α label the orbitals, Lj label the lattice vectors in 3D crystals, and τµ label the positions of atoms in a home unit cell. At a given k-point, WFs are given as: ψnk(r) = X µα Cn µα,kφµ αk(r) where n is a band index, (5) φµ αk(r) = X j φα(r −τµ −Lj)eik·(Lj+τµ), D φµ′ βk|φµ αk E = δµµ′δαβ (6) The states φµ αk(r) are the Fourier transformations of the local orbitals φµ α(r), as shown in Eq. (6).",65/10.1016/j.cpc.2020.107760
138/436,"CAPABILITIES OF IRVSP In the study of the properties of a material, the determination of IRs of computed electron bands is of great interest to diagnose the band crossing/anti-crossing, degeneracy and band topology.","By comparing the obtained traces and the characters of the CRTs, the IRs can be determined (see diﬀerent versions in Appendix 5). IV. CAPABILITIES OF IRVSP In the study of the properties of a material, the determination of IRs of computed electron bands is of great interest to diagnose the band crossing/anti-crossing, degeneracy and band topology.",65/10.1016/j.cpc.2020.107760
143/436,"The obtained IRs are labeled in the convention of the BCS notation, which can be directly compared with the elementary band representations (EBRs) of the TQC theory, to further check the topology of a set of bands in materials.","The associated library – irrep bcs.a – can be easily linked to by other ab-initio packages. The obtained IRs are labeled in the convention of the BCS notation, which can be directly compared with the elementary band representations (EBRs) of the TQC theory, to further check the topology of a set of bands in materials.",65/10.1016/j.cpc.2020.107760
163/436,"In the obtained band structure (BS) of Fig. 5(a) along the  1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  Journal Pre-proof Journal Pre-proof9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG.","We adopt the experimental lattice constant a [57–59] and fully relax the coordinates of inner atomic positions. In the obtained band structure (BS) of Fig. 5(a) along the  1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  Journal Pre-proof Journal Pre-proof9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG.",65/10.1016/j.cpc.2020.107760
164/436,"5: Electronic band structures of PdSb2 without strain (a), with 0.31% (b) and 0.62% (c) tensile strains.","In the obtained band structure (BS) of Fig. 5(a) along the  1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  Journal Pre-proof Journal Pre-proof9 Γ R X Γ R X (d) (e) (f) (a) (b) (c) -1 -0.5  0  0.5  1 Γ X M Γ R X|M R Energy (eV) Γ X M Γ R X|M R Γ X M Γ R X|M R -0.5 -0.45 -0.4 -0.35 -0.3 -0.25 -0.2 Energy (eV) P Q S4 S3 81,82 79,80 R11+R11 R10+R10 R5+R6 R11+R11 R10+R10 R5+R6 FIG. 5: Electronic band structures of PdSb2 without strain (a), with 0.31% (b) and 0.62% (c) tensile strains.",65/10.1016/j.cpc.2020.107760
170/436,"high-symmetry lines, we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.","P [0.4912 ( 2π a ), 0.5000 ( 2π a ), 0.4912 ( 2π a )] and Q [0.4722 ( 2π a ), 0.5000 ( 2π a ), 0.4722 ( 2π a )] are two points near the crossing point on the R–X line. high-symmetry lines, we note that there is a tiny gap (∼10 meV) between two sixfold degeneracies at R. Then, we want to know the corresponding IRs of two sixfold degeneracies and how they are going to evolve under strains.",65/10.1016/j.cpc.2020.107760
172/436,"Their electronic band structures are shown in Figs. 5 (b) and (c), respectively.","For this purpose, we performed the calculations with diﬀerent tensile strains (i.e., ∆a/a = 0.31% and ∆a/a = 0.62%). Their electronic band structures are shown in Figs. 5 (b) and (c), respectively.",65/10.1016/j.cpc.2020.107760
177/436,Figs. 6 (a-c) show the results of IRs for the low-energy bands.,"By running irvsp, the IRs at R are obtained. Figs. 6 (a-c) show the results of IRs for the low-energy bands.",65/10.1016/j.cpc.2020.107760
179/436,It is shown that the energy ordering of electron bands is changed at R under tiny strains.,The number of total electrons is 80 for PdSb2. It is shown that the energy ordering of electron bands is changed at R under tiny strains.,65/10.1016/j.cpc.2020.107760
198/436,"The ﬁrst three columns stand for the band indices, degeneracies, and the energies (without subtracting the Fermi energy EF ).","The CRT of the R-little group is shown in Fig. S1 in Appendix 4. The ﬁrst three columns stand for the band indices, degeneracies, and the energies (without subtracting the Fermi energy EF ).",65/10.1016/j.cpc.2020.107760
421/436,"[52] M. Willatzen and L. L. Y. Voon, The kp Method-Electronic Properties of Semiconductors, vol.","Rev. 94, 1498 (1954), URL https://link.aps.org/doi/10.1103/PhysRev.94.1498. [52] M. Willatzen and L. L. Y. Voon, The kp Method-Electronic Properties of Semiconductors, vol.",65/10.1016/j.cpc.2020.107760
432/436,"It is in particular useful to analyze energy bands, their connectivities, and band topology.","1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  Journal Pre-proof Journal Pre-proofRevised version of Program summary Program summary Program title: irvsp CPC Library link to program ﬁles: https://dx.doi.org/10.17632/y9ds5nnm2f.1 Licensing provisions: GNU Lesser General Public License Programming language: Fortran 90/77 Nature of problem: Determining irreducible representations for all energy bands and all the k-points in 230 space groups. It is in particular useful to analyze energy bands, their connectivities, and band topology.",65/10.1016/j.cpc.2020.107760
13/227,"The main disad- vantage of ferroelectric oxides is their comparatively wide energy gap (~3 eV), as a result of which they absorb only a small part of solar radiation.","In recent years, the interest to ferroelectric oxides was revitalized due to the appearance of new ideas how to increase the efficiency of solar energy converters based on the bulk photovoltaic effect [3, 4]. The main disad- vantage of ferroelectric oxides is their comparatively wide energy gap (~3 eV), as a result of which they absorb only a small part of solar radiation.",193/10.1134/S106378341708025X
15/227,"Recent theoretical works showed that the substitu- tion for Ti in PbTiO3 with an impurity with electron configuration d8 (Ni, Pd, Pt) compensated by an oxy- gen vacancy made it possible to decrease the energy gap width of this material [6, 7].","To solve this problem, it has long been proposed to dope the oxides with 3d elements [5] that in some cases can result the formation of color centers. Recent theoretical works showed that the substitu- tion for Ti in PbTiO3 with an impurity with electron configuration d8 (Ni, Pd, Pt) compensated by an oxy- gen vacancy made it possible to decrease the energy gap width of this material [6, 7].",193/10.1134/S106378341708025X
