original_index,positive_sentences,integrated_sentences,doi
284/396,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling.","Normal to the nodal line, the dispersion is strongest and is independent of carrier density; whereas along the nodal line, the dispersion is largely suppressed and is linear in the carrier density. The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling.",142/10.1103/PhysRevB.107.115168
285/396,Their long wavelength limits are con- nected with transitions between van Hove singularities of the band structure.,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling. Their long wavelength limits are con- nected with transitions between van Hove singularities of the band structure.",142/10.1103/PhysRevB.107.115168
296/396,Γ-centered k-points meshes with size 10 × 6 × 1 for (ab)1c and 10 × 4 × 1 for (ab)2c and (ab)3c were used for BZ sampling.,"The plane wave cutoﬀ energy was set to be 400 eV and the convergence thresh- olds for energy and force were chosen to be 10−7 eV and 0.001 eV/˚A, respectively. Γ-centered k-points meshes with size 10 × 6 × 1 for (ab)1c and 10 × 4 × 1 for (ab)2c and (ab)3c were used for BZ sampling.",142/10.1103/PhysRevB.107.115168
297/396,"After obtaining the band structure, ab-initio tight-binding models were constructed by using the WANNIER90 package [68].","Γ-centered k-points meshes with size 10 × 6 × 1 for (ab)1c and 10 × 4 × 1 for (ab)2c and (ab)3c were used for BZ sampling. After obtaining the band structure, ab-initio tight-binding models were constructed by using the WANNIER90 package [68].",142/10.1103/PhysRevB.107.115168
2/193,"Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.","The web-based GUI program enables us to quickly visualize crystalline and molecular structures by dragging and dropping XYZ, CIF, or OpenMX input/output ﬁles, and analyze static/dynamic structural properties conveniently in a web browser. Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.",4/10.1016/j.jmgm.2019.03.013
4/193,"Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.","In addition, based on marching cubes, marching tetrahedra and surface nets algorithms with Aﬃne transformation, 3D isosurface techniques are supported to visualize electron density and molecu- lar/crystalline orbitals in the cube format with superposition of a crystalline or molecular structure. Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.",4/10.1016/j.jmgm.2019.03.013
18/193,"The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions.","Furthermore, it is possible to use the same functions as applications in a web browser when users are oﬄine. The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions.",4/10.1016/j.jmgm.2019.03.013
19/193,"It contains three kinds of viewers - Structure Viewer, Cube 3D Viewer and Band Structure Viewer.","The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions. It contains three kinds of viewers - Structure Viewer, Cube 3D Viewer and Band Structure Viewer.",4/10.1016/j.jmgm.2019.03.013
30/193,"The main features of the OpenMX Viewer include: (1) Structure Viewer; (2) Cube 3D Viewer; and, (3) Band Structure Viewer.","The OpenMX Viewer can be utilized directly by dragging-and-dropping ﬁles to the OpenMX Viewer webpage [24] without installations, upgrades, and terminal commands. The main features of the OpenMX Viewer include: (1) Structure Viewer; (2) Cube 3D Viewer; and, (3) Band Structure Viewer.",4/10.1016/j.jmgm.2019.03.013
35/193,"Table 1: Viewers and corresponding supported ﬁle types Viewer Supported ﬁle types Structure Viewer (Static) XYZ type (.xyz), CIF type (.cif), OpenMX input (.dat) Structure Viewer (Dynamic) XYZ type (.xyz), OpenMX output ﬁles (.md) Cube 3D Viewer Gaussian cube ﬁles (.cube) Band Structure Viewer Band ﬁles (.Band) 33.","The main functionalities and implementations of the OpenMX Viewer are described in the following sections. Table 1: Viewers and corresponding supported ﬁle types Viewer Supported ﬁle types Structure Viewer (Static) XYZ type (.xyz), CIF type (.cif), OpenMX input (.dat) Structure Viewer (Dynamic) XYZ type (.xyz), OpenMX output ﬁles (.md) Cube 3D Viewer Gaussian cube ﬁles (.cube) Band Structure Viewer Band ﬁles (.Band) 33.",4/10.1016/j.jmgm.2019.03.013
46/193,Band Structure Viewer The Band Structure Viewer allows us to show and check a band structure quickly by dragging- and-dropping a Band ﬁle in the end of OpenMX’s band structure calculation.,"Moreover, an isosurface image in a crystal structure can be extended to a larger supercell. 3.3. Band Structure Viewer The Band Structure Viewer allows us to show and check a band structure quickly by dragging- and-dropping a Band ﬁle in the end of OpenMX’s band structure calculation.",4/10.1016/j.jmgm.2019.03.013
47/193,It also includes a function to rescale a band structure by using mouse wheel or buttons. 4.,Band Structure Viewer The Band Structure Viewer allows us to show and check a band structure quickly by dragging- and-dropping a Band ﬁle in the end of OpenMX’s band structure calculation. It also includes a function to rescale a band structure by using mouse wheel or buttons. 4.,4/10.1016/j.jmgm.2019.03.013
128/193,Band Structure Viewer The Band Structure Viewer is developed for showing a band structure quickly by dragging-and- dropping a Band ﬁle in the end of OpenMX’s band structure calculation as shown in Fig. 4.,"After all of small cells are transformed, vertices and edges in small cells can be established and plotted by the Three.js library to visualize an isosurface image. 4.3. Band Structure Viewer The Band Structure Viewer is developed for showing a band structure quickly by dragging-and- dropping a Band ﬁle in the end of OpenMX’s band structure calculation as shown in Fig. 4.",4/10.1016/j.jmgm.2019.03.013
129/193,It supports a function for zooming in/out to a certain band structure range by controlling the mouse wheel or buttons.,Band Structure Viewer The Band Structure Viewer is developed for showing a band structure quickly by dragging-and- dropping a Band ﬁle in the end of OpenMX’s band structure calculation as shown in Fig. 4. It supports a function for zooming in/out to a certain band structure range by controlling the mouse wheel or buttons.,4/10.1016/j.jmgm.2019.03.013
130/193,The drop-down menu provides options for scaling a band structure and setting display styles.,It supports a function for zooming in/out to a certain band structure range by controlling the mouse wheel or buttons. The drop-down menu provides options for scaling a band structure and setting display styles.,4/10.1016/j.jmgm.2019.03.013
131/193,"Figure 4: The band structure of diamond in the Band Structure Viewer, where the Fermi level is set to zero.","The drop-down menu provides options for scaling a band structure and setting display styles. Figure 4: The band structure of diamond in the Band Structure Viewer, where the Fermi level is set to zero.",4/10.1016/j.jmgm.2019.03.013
132/193,"5. Conclusions The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer for users to: (1) visualize crystal structures, isosurfaces and band strucutres; (2) analyze static/dynamic 12data of OpenMX; and, (3) save structural information in a XYZ format, a CIF format, or an OpenMX input format.","Figure 4: The band structure of diamond in the Band Structure Viewer, where the Fermi level is set to zero. 5. Conclusions The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer for users to: (1) visualize crystal structures, isosurfaces and band strucutres; (2) analyze static/dynamic 12data of OpenMX; and, (3) save structural information in a XYZ format, a CIF format, or an OpenMX input format.",4/10.1016/j.jmgm.2019.03.013
133/193,"It provides three kinds of viewers, Structure Viewer, Cube 3D Viewer and Band Structure Viewer, to check various properties by dragging-and-dropping ﬁles conveniently in a compatible web browser without any installations, upgrades, updates and terminal commands.","5. Conclusions The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer for users to: (1) visualize crystal structures, isosurfaces and band strucutres; (2) analyze static/dynamic 12data of OpenMX; and, (3) save structural information in a XYZ format, a CIF format, or an OpenMX input format. It provides three kinds of viewers, Structure Viewer, Cube 3D Viewer and Band Structure Viewer, to check various properties by dragging-and-dropping ﬁles conveniently in a compatible web browser without any installations, upgrades, updates and terminal commands.",4/10.1016/j.jmgm.2019.03.013
