original_index,positive_sentences,integrated_sentences,doi
187/396,there are two other gapped branches at much higher fre- quencies.,(d) is the same as panel (a) but with a smaller interchain coupling ζ = 0.1. there are two other gapped branches at much higher fre- quencies.,142/10.1103/PhysRevB.107.115168
188/396,They correspond to the interband plasmons.,there are two other gapped branches at much higher fre- quencies. They correspond to the interband plasmons.,142/10.1103/PhysRevB.107.115168
189/396,"As we mentioned, these interband modes are related to interband virtual transitions in the band structure.","They correspond to the interband plasmons. As we mentioned, these interband modes are related to interband virtual transitions in the band structure.",142/10.1103/PhysRevB.107.115168
193/396,"In the plasmon spectrum, ω1 and ω2 are exactly the limit- ing values of the two interband branches in the q →0 limit.","It is more convenient to visualize these two frequencies as corresponding to the singularities in the joint density of states (JDOS), as shown in Fig 3(c). In the plasmon spectrum, ω1 and ω2 are exactly the limit- ing values of the two interband branches in the q →0 limit.",142/10.1103/PhysRevB.107.115168
194/396,"(Here, the intensity of the peak vanishes, because the form factor is zero in this limit.) With increasing q, the frequency of the upper branch decreases and the lower branch increases, and the two merge at q = π/ℓy, corresponding to the interband transitions from Γ to Y or from Y to Γ, owing to the particle-hole symmetry of the model.","In the plasmon spectrum, ω1 and ω2 are exactly the limit- ing values of the two interband branches in the q →0 limit. (Here, the intensity of the peak vanishes, because the form factor is zero in this limit.) With increasing q, the frequency of the upper branch decreases and the lower branch increases, and the two merge at q = π/ℓy, corresponding to the interband transitions from Γ to Y or from Y to Γ, owing to the particle-hole symmetry of the model.",142/10.1103/PhysRevB.107.115168
196/396,"This can be easily understood by noting that this width scales with the electronic band energy variation along ky which is governed by t′. In Fig. 3(d), we plot the plasmon spectrum at a decreased value of t′ FIG.","Another feature to be noted is that the band width of these two interband branches is on the order of interchain coupling t′. This can be easily understood by noting that this width scales with the electronic band energy variation along ky which is governed by t′. In Fig. 3(d), we plot the plasmon spectrum at a decreased value of t′ FIG.",142/10.1103/PhysRevB.107.115168
217/396,"(b-d) Band structures of (Nb2SiTe4)n(NbTe2) with n = 1, 2, 3.","5. (a) BZ of NbSixTe2 family materials. (b-d) Band structures of (Nb2SiTe4)n(NbTe2) with n = 1, 2, 3.",142/10.1103/PhysRevB.107.115168
222/396,"The obtained band structures are plotted in Fig. 5, which agree with previous results [34].","Previous works showed that the spin-orbit coupling is weak in these materi- als [33, 34, 36], so it is neglected in our calculation. The obtained band structures are plotted in Fig. 5, which agree with previous results [34].",142/10.1103/PhysRevB.107.115168
223/396,"One observes that the three band structures share similar features, with a non- symmorphic nodal line close to the Fermi level on the X-M path, formed by the crossing of two bands.","The obtained band structures are plotted in Fig. 5, which agree with previous results [34]. One observes that the three band structures share similar features, with a non- symmorphic nodal line close to the Fermi level on the X-M path, formed by the crossing of two bands.",142/10.1103/PhysRevB.107.115168
226/396,"The interchain coupling is relatively weak and it naturally decreases with increasing n. Based on the ﬁrst-principles band structures, we com- pute their plasmon spectra in RPA.","The intrachain coupling is strong, making sizable dispersion along the x direction (along the chain). The interchain coupling is relatively weak and it naturally decreases with increasing n. Based on the ﬁrst-principles band structures, we com- pute their plasmon spectra in RPA.",142/10.1103/PhysRevB.107.115168
229/396,"One can see that there is a single gapless branch with ω ∼q1/2 in this direction, representing the intra- band plasmons, consistent with our model result in Fig. 2.","The results are plotted (versus q1/2) in Fig. 6. One can see that there is a single gapless branch with ω ∼q1/2 in this direction, representing the intra- band plasmons, consistent with our model result in Fig. 2.",142/10.1103/PhysRevB.107.115168
234/396,"The SPE con- tinuum for n = 1 spans a much larger region, because the material’s band structure has a stronger deviation from the Dirac SSH model, as indicated by the red arrows in Fig. 5(b). FIG.","This is due to the overlap with the SPE region [see Fig. 6(a)]. The SPE con- tinuum for n = 1 spans a much larger region, because the material’s band structure has a stronger deviation from the Dirac SSH model, as indicated by the red arrows in Fig. 5(b). FIG.",142/10.1103/PhysRevB.107.115168
244/396,"One observes that besides the intra- band plasmon branch at low frequency (which are almost entirely suppressed for n = 2, 3, indicating their very small interchain coupling), there are interband branches at higher frequencies.","Next, we plot the plasmon spectra along the y direc- tion in Fig. 7(c). One observes that besides the intra- band plasmon branch at low frequency (which are almost entirely suppressed for n = 2, 3, indicating their very small interchain coupling), there are interband branches at higher frequencies.",142/10.1103/PhysRevB.107.115168
246/396,"Nevertheless, there appear to be more than two inter- band branches, especially for n = 2 and 3.","This agrees with the model result. Nevertheless, there appear to be more than two inter- band branches, especially for n = 2 and 3.",142/10.1103/PhysRevB.107.115168
247/396,"This is due to the presence of other nearby bands in Fig. 5, which also contribute to the interband transitions. Consistent8 FIG.","Nevertheless, there appear to be more than two inter- band branches, especially for n = 2 and 3. This is due to the presence of other nearby bands in Fig. 5, which also contribute to the interband transitions. Consistent8 FIG.",142/10.1103/PhysRevB.107.115168
257/396,"In addition, there exist several other isostructural materi- als, including TaSixTe2, NbGexTe2, and TaGexTe2, with the similar nodal-line band structure [31, 40, 41].","Their high-quality 2D ul- trathin layers have been demonstrated in experiment [38]. In addition, there exist several other isostructural materi- als, including TaSixTe2, NbGexTe2, and TaGexTe2, with the similar nodal-line band structure [31, 40, 41].",142/10.1103/PhysRevB.107.115168
261/396,"It was demonstrated that the technique can reach a resolution of a few meV and the detected frequency range can reach ∼1 eV [60, 61].","Particularly, the high-resolution EELS provides a power- ful tool for mapping out the plasmon spectrum. It was demonstrated that the technique can reach a resolution of a few meV and the detected frequency range can reach ∼1 eV [60, 61].",142/10.1103/PhysRevB.107.115168
280/396,"Using the Dirac SSH model, we show that the system possess two kinds of plasmons: the gapless intraband plasmons and the gapped interband plasmons.","In conclusion, we discover interesting plasmon proper- ties in a class of 2D nonsymmorphic nodal-line TSMs. Using the Dirac SSH model, we show that the system possess two kinds of plasmons: the gapless intraband plasmons and the gapped interband plasmons.",142/10.1103/PhysRevB.107.115168
284/396,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling.","Normal to the nodal line, the dispersion is strongest and is independent of carrier density; whereas along the nodal line, the dispersion is largely suppressed and is linear in the carrier density. The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling.",142/10.1103/PhysRevB.107.115168
285/396,Their long wavelength limits are con- nected with transitions between van Hove singularities of the band structure.,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the inter-9 chain coupling. Their long wavelength limits are con- nected with transitions between van Hove singularities of the band structure.",142/10.1103/PhysRevB.107.115168
297/396,"After obtaining the band structure, ab-initio tight-binding models were constructed by using the WANNIER90 package [68].","Γ-centered k-points meshes with size 10 × 6 × 1 for (ab)1c and 10 × 4 × 1 for (ab)2c and (ab)3c were used for BZ sampling. After obtaining the band structure, ab-initio tight-binding models were constructed by using the WANNIER90 package [68].",142/10.1103/PhysRevB.107.115168
2/193,"Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.","The web-based GUI program enables us to quickly visualize crystalline and molecular structures by dragging and dropping XYZ, CIF, or OpenMX input/output ﬁles, and analyze static/dynamic structural properties conveniently in a web browser. Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.",4/10.1016/j.jmgm.2019.03.013
4/193,"Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.","In addition, based on marching cubes, marching tetrahedra and surface nets algorithms with Aﬃne transformation, 3D isosurface techniques are supported to visualize electron density and molecu- lar/crystalline orbitals in the cube format with superposition of a crystalline or molecular structure. Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.",4/10.1016/j.jmgm.2019.03.013
18/193,"The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions.","Furthermore, it is possible to use the same functions as applications in a web browser when users are oﬄine. The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions.",4/10.1016/j.jmgm.2019.03.013
